prodcom	prodcom_descr	cpa	cpa6	cpa6_descr	cpa5	cpa5_descr	class	class_descr	group	group_descr	division	division_descr	section	section_descr
24.45.30.76	Vanadio greggio; polveri di vanadio (esclusi ceneri e residui contenenti vanadio)	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.79	Germanio greggio; polveri di germanio	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.85	Manganese. Manganese greggio; polveri	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.86	Cascami e avanzi di manganese (esclusi ceneri e residui contenenti manganese)	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.87	Lavori di manganese, n.n.a.	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.91	Cermet, greggi	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.92	Cermet e lavori di cermet (esclusi quelli greggi)	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.93	Cromo greggio; polveri	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.94	Cromo e lavori di cromo (esclusi metalli greggi e polveri)	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.95	Tallio greggio; polveri	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.96	Tallio e lavori di tallio (esclusi greggi e polveri)	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.97	Renio greggio; polveri di renio (esclusi cascami e avanzi)	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.45.30.98	Altri renio e lavori di renio (esclusi cascami e avanzi, polveri di renio e renio greggio), n.c.a.	24.45.30	24.45.30	Altri metalli non ferrosi e articoli in tali materie: cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45.3	Altri metalli non ferrosi e articoli in tali materie; cermet; ceneri e residui, contenenti metalli o composti di metalli	24.45	Altri metalli non ferrosi	24.4	Metalli preziosi di base e altri non ferrosi	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.11.10	Parti di veicoli stradali, di motori a pistone e di altre macchine e apparecchi meccanici (fusione di ghisa malleabile)	24.51.11	24.51.11	Servizi di fusione di ghisa malleabile	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.11.90	Parti per altri usi (fusione di ghisa malleabile)	24.51.11	24.51.11	Servizi di fusione di ghisa malleabile	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.12.10	Parti di veicoli stradali (fusione di ghisa nodulare a grafite sferoidale)	24.51.12	24.51.12	Servizi di fusione di ghisa a grafite sferoidale	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.12.20	Parti di alberi di trasmissione, di manovelle, di supporti e cuscinetti (fusione di ghisa nodulare a grafite sferoidale)	24.51.12	24.51.12	Servizi di fusione di ghisa a grafite sferoidale	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.12.40	Altre parti di motori e di organi meccanici (fusione di ghisa nodulare a grafite sferoidale)	24.51.12	24.51.12	Servizi di fusione di ghisa a grafite sferoidale	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.12.50	Parti di macchine, apparecchi e dispositivi meccanici (esclusi motori) (fusione di ghisa nodulare a grafite sferoidale)	24.51.12	24.51.12	Servizi di fusione di ghisa a grafite sferoidale	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.12.90	Parti di locomotive e materiale rotabile ferrotranviario, parti per usi diversi da veicoli terrestri, supporti e cuscinetti a strisciamento, motori, ingranaggi, pulegge, innesti, macchine (fusione di ghisa nodulare a grafite sferoidale)	24.51.12	24.51.12	Servizi di fusione di ghisa a grafite sferoidale	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.13.10	Parti di veicoli stradali (fusione di ghisa grigia)	24.51.13	24.51.13	Servizi di fusione di ghisa grigia	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.13.20	Parti di alberi di trasmissione, di manovelle, di supporti e cuscinetti (fusione di ghisa grigia)	24.51.13	24.51.13	Servizi di fusione di ghisa grigia	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.13.40	Altre parti di motori e di organi meccanici (fusione di ghisa grigia)	24.51.13	24.51.13	Servizi di fusione di ghisa grigia	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.13.50	Parti di macchine, apparecchi e dispositivi meccanici (esclusi motori) (fusione di ghisa grigia)	24.51.13	24.51.13	Servizi di fusione di ghisa grigia	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.13.90	Parti di locomotive e materiale rotabile ferrotranviario, parti per usi diversi da veicoli terrestri, supporti e cuscinetti a strisciamento, motori, ingranaggi, pulegge, innesti, macchine (fusione di ghisa grigia)	24.51.13	24.51.13	Servizi di fusione di ghisa grigia	24.51.1	Servizi di fusione di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.20.00	Tubi e profilati cavi, di ghisa	24.51.20	24.51.20	Tubi e profilati cavi, di ghisa	24.51.2	Tubi e profilati cavi, di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.30.30	Accessori per tubi,fusi, di ghisa non malleabile per canalizzazione sotto pressione	24.51.30	24.51.30	Accessori per  tubi, di ghisa	24.51.3	Accessori per  tubi, di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.51.30.51	Accessori per tubi, di ghisa (escl. di ghisa non malleabile)	24.51.30	24.51.30	Accessori per  tubi, di ghisa	24.51.3	Accessori per  tubi, di ghisa	24.51	Servizi di fusione di ferro	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.52.10.10	Parti di veicoli stradali ottenuto dalla fusione di acciaio 	24.52.10	24.52.10	Servizi di fusione di acciaio	24.52.1	Servizi di fusione di acciaio	24.52	Servizi di fusione di acciaio	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.52.10.30	Parti di supporti e cuscinetti ottenuti dalla fusione di acciaio  	24.52.10	24.52.10	Servizi di fusione di acciaio	24.52.1	Servizi di fusione di acciaio	24.52	Servizi di fusione di acciaio	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.52.10.40	Altre parti di motori e macchine in acciaio colato	24.52.10	24.52.10	Servizi di fusione di acciaio	24.52.1	Servizi di fusione di acciaio	24.52	Servizi di fusione di acciaio	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.52.10.50	Parti di macchine, apparecchi e dispositivi meccanici (esclusi motori, turboreattori, turbopropulsori, altre turbine a gas, apparecchi di sollevamento o di movimentazione, macchine e veicoli per l'industria delle costruzioni) (fusione di acciaio)	24.52.10	24.52.10	Servizi di fusione di acciaio	24.52.1	Servizi di fusione di acciaio	24.52	Servizi di fusione di acciaio	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.52.10.90	Parti di locomotive e materiale rotabile ferrotranviario, parti per usi diversi da veicoli terrestri, supporti e cuscinetti a strisciamento, motori, ingranaggi, pulegge, innesti, macchine (fusione di acciaio)	24.52.10	24.52.10	Servizi di fusione di acciaio	24.52.1	Servizi di fusione di acciaio	24.52	Servizi di fusione di acciaio	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.52.30.10	Accessori per tubi (compresi raccordi), di acciaio colato	24.52.30	24.52.30	Accessori per  tubi, di acciaio colato	24.52.3	Accessori per  tubi, di acciaio colato	24.52	Servizi di fusione di acciaio	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.53.10.10	Parti di veicoli stradali ottenuto dalla fusione di metalli leggeri	24.53.10	24.53.10	Servizi di fusione di metalli leggeri	24.53.1	Servizi di fusione di metalli leggeri	24.53	Servizi di fusione di metalli leggeri	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.53.10.20	Parti di alberi di trasmissione, di manovelle, di supporti e cuscinetti (fusione di metalli leggeri)	24.53.10	24.53.10	Servizi di fusione di metalli leggeri	24.53.1	Servizi di fusione di metalli leggeri	24.53	Servizi di fusione di metalli leggeri	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.53.10.40	Altre parti di motori e di organi meccanici	24.53.10	24.53.10	Servizi di fusione di metalli leggeri	24.53.1	Servizi di fusione di metalli leggeri	24.53	Servizi di fusione di metalli leggeri	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.53.10.50	Parti di macchine, apparecchi e dispositivi meccanici (esclusi motori, turboreattori, turbopropulsori, turbine a gas, apparecchi di sollevamento o di movimentazione, macchine e veicoli per l'industria delle costruzioni) (fusione di metalli leggeri)	24.53.10	24.53.10	Servizi di fusione di metalli leggeri	24.53.1	Servizi di fusione di metalli leggeri	24.53	Servizi di fusione di metalli leggeri	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.53.10.90	Parti per altri usi (tombini) ottenute dalla fusione di metalli leggeri  	24.53.10	24.53.10	Servizi di fusione di metalli leggeri	24.53.1	Servizi di fusione di metalli leggeri	24.53	Servizi di fusione di metalli leggeri	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.54.10.10	Parti di veicoli stradali (fusioni di altri metalli non ferrosi)	24.54.10	24.54.10	Servizi di fusione di altri metalli non ferrosi	24.54.1	Servizi di fusione di altri metalli non ferrosi	24.54	Servizi di fusione di altri metalli non ferrosi	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.54.10.20	Parti di alberi di trasmissione, di manovelle, di supporti e cuscinetti (fusione di altri metalli non ferrosi)	24.54.10	24.54.10	Servizi di fusione di altri metalli non ferrosi	24.54.1	Servizi di fusione di altri metalli non ferrosi	24.54	Servizi di fusione di altri metalli non ferrosi	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.54.10.40	Altre parti in metalli non ferrosi colati di motori e di costruzioni meccaniche	24.54.10	24.54.10	Servizi di fusione di altri metalli non ferrosi	24.54.1	Servizi di fusione di altri metalli non ferrosi	24.54	Servizi di fusione di altri metalli non ferrosi	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.54.10.50	Parti di macchine, apparecchi e dispositivi meccanici (esclusi motori) (fusione di altri metalli non ferrosi, diversi dai metalli leggeri)	24.54.10	24.54.10	Servizi di fusione di altri metalli non ferrosi	24.54.1	Servizi di fusione di altri metalli non ferrosi	24.54	Servizi di fusione di altri metalli non ferrosi	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
24.54.10.90	Parti per altri usi (tombini) ottenute dalla fusione di altri metalli non ferrosi	24.54.10	24.54.10	Servizi di fusione di altri metalli non ferrosi	24.54.1	Servizi di fusione di altri metalli non ferrosi	24.54	Servizi di fusione di altri metalli non ferrosi	24.5	Servizi di fusione dei metalli	24	Metalli	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.10.30	Costruzioni prefabbricate (anche modulari), di ferro o acciaio	25.11.10	25.11.10	Costruzioni prefabbricate di metallo	25.11.1	Costruzioni prefabbricate di metallo	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.10.50	Costruzioni prefabbricate, in alluminio	25.11.10	25.11.10	Costruzioni prefabbricate di metallo	25.11.1	Costruzioni prefabbricate di metallo	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.21.00	Ponti ed elementi di ponti di ferro o acciaio	25.11.21	25.11.21	Ponti ed elementi di ponti, di ghisa, ferro o acciaio	25.11.2	Costruzioni metalliche e loro parti	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.22.00	Torri e piloni di ferro o acciaio	25.11.22	25.11.22	Torri e piloni, di ghisa, ferro o acciaio	25.11.2	Costruzioni metalliche e loro parti	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.23.10	Materiale per impalcature e simili di ferro o acciaio	25.11.23	25.11.23	Altre costruzioni e parti di costruzioni, lamiere, barre, profilati e simili, di ghisa, ferro, acciaio o alluminio	25.11.2	Costruzioni metalliche e loro parti	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.23.50	Altre costruzioni, unicamente o principalmente di lamiere	25.11.23	25.11.23	Altre costruzioni e parti di costruzioni, lamiere, barre, profilati e simili, di ghisa, ferro, acciaio o alluminio	25.11.2	Costruzioni metalliche e loro parti	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.23.55	Dighe, chiuse, porte di carico, pontili, banchine e altre opere marittime, lacuali e fluviali, di ferro o acciaio, costruzioni e parti di costruzioni di ghisa, ferro o acciaio, non nominati né compresi altrove (esclusi ponti ed elementi di ponti; torri; piloni; porte; porte e finestre e loro intelaiature, stipiti e soglie; materiale per impalcature per casseforme e per puntellature; costruzioni e parti di costruzioni non esclusivamente o principalmente in lamiera)	25.11.23	25.11.23	Altre costruzioni e parti di costruzioni, lamiere, barre, profilati e simili, di ghisa, ferro, acciaio o alluminio	25.11.2	Costruzioni metalliche e loro parti	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.11.23.70	Costruzioni e parti di costruzione di alluminio	25.11.23	25.11.23	Altre costruzioni e parti di costruzioni, lamiere, barre, profilati e simili, di ghisa, ferro, acciaio o alluminio	25.11.2	Costruzioni metalliche e loro parti	25.11	Strutture metalliche e parti di strutture	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.12.10.30	Porte, finestre, zanzariere e loro intelaiature, stipiti e soglie prevalentemente di ferro o di acciaio	25.12.10	25.12.10	Porte, finestre e loro intelaiature, stipiti e soglie, di metallo	25.12.1	Porte, finestre e loro intelaiature, stipiti e soglie, di metallo	25.12	Porte e finestre di metallo	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.12.10.50	Porte, finestre, zanzariere e loro intelaiature, stipiti e soglie prevalentemente di alluminio	25.12.10	25.12.10	Porte, finestre e loro intelaiature, stipiti e soglie, di metallo	25.12.1	Porte, finestre e loro intelaiature, stipiti e soglie, di metallo	25.12	Porte e finestre di metallo	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.12.10.60	Tende da sole con strutture metalliche e veneziane	25.12.10	25.12.10	Porte, finestre e loro intelaiature, stipiti e soglie, di metallo	25.12.1	Porte, finestre e loro intelaiature, stipiti e soglie, di metallo	25.12	Porte e finestre di metallo	25.1	Costruzioni metalliche	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.21.11.00	Radiatori per il riscaldamento centrale, a riscaldamento non elettrico, e loro parti, di ghisa, ferro o acciaio	25.21.11	25.21.11	Radiatori per il riscaldamento centrale, a riscaldamento non elettrico, di ghisa, ferro o acciaio	25.21.1	Radiatori e caldaie per il riscaldamento centrale	25.21	Radiatori e caldaie per il riscaldamento centrale	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.21.12.00	Caldaie per il riscaldamento centrale, diverse da quelle a vapore	25.21.12	25.21.12	Caldaie per il riscaldamento centrale, per la produzione di acqua calda o vapore a bassa pressione	25.21.1	Radiatori e caldaie per il riscaldamento centrale	25.21	Radiatori e caldaie per il riscaldamento centrale	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.21.13.00	Parti di caldaie per il riscaldamento centrale	25.21.13	25.21.13	Parti di caldaie per il riscaldamento centrale	25.21.1	Radiatori e caldaie per il riscaldamento centrale	25.21	Radiatori e caldaie per il riscaldamento centrale	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.29.11.10	Serbatoi, cisterne di ferro o di acciaio di capacità superiore a 300 l., per materie gassose	25.29.11	25.29.11	Serbatoi,  barili,  vasche  e  recipienti  simili  (diversi  dai  recipienti  per  gas  compressi  o  liquefatti),  di  ghisa,  ferro,  acciaio  o alluminio, di capacità > 300 litri, senza dispositivi meccanici o termici	25.29.1	Altre cisterne, serbatoi e recipienti di metallo	25.29	Altre cisterne, serbatoi e recipienti di metallo	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.29.11.20	Serbatoi e cisterne per materie liquide, con rivestimento interno o calorifugo, di ferro o di acciaio di capacità superiore a 300 l.	25.29.11	25.29.11	Serbatoi,  barili,  vasche  e  recipienti  simili  (diversi  dai  recipienti  per  gas  compressi  o  liquefatti),  di  ghisa,  ferro,  acciaio  o alluminio, di capacità > 300 litri, senza dispositivi meccanici o termici	25.29.1	Altre cisterne, serbatoi e recipienti di metallo	25.29	Altre cisterne, serbatoi e recipienti di metallo	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.29.11.30	Serbatoi e cisterne per materie liquide, di ferro o di acciaio di capacità superiore a 300 l.	25.29.11	25.29.11	Serbatoi,  barili,  vasche  e  recipienti  simili  (diversi  dai  recipienti  per  gas  compressi  o  liquefatti),  di  ghisa,  ferro,  acciaio  o alluminio, di capacità > 300 litri, senza dispositivi meccanici o termici	25.29.1	Altre cisterne, serbatoi e recipienti di metallo	25.29	Altre cisterne, serbatoi e recipienti di metallo	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.29.11.50	Serbatoi, cisterne, vasche, tini ed altri recipienti simili di ferro o di acciaio, di capacità maggiore di 300 l, per materie solide	25.29.11	25.29.11	Serbatoi,  barili,  vasche  e  recipienti  simili  (diversi  dai  recipienti  per  gas  compressi  o  liquefatti),  di  ghisa,  ferro,  acciaio  o alluminio, di capacità > 300 litri, senza dispositivi meccanici o termici	25.29.1	Altre cisterne, serbatoi e recipienti di metallo	25.29	Altre cisterne, serbatoi e recipienti di metallo	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.29.11.70	Serbatoi, cisterne, vasche, tini e recipienti simili per qualsiasi materia (esclusi i gas compressi o liquefatti) di alluminio, di capacità superiore a 300 litri (senza dispositivi meccanici o termici)	25.29.11	25.29.11	Serbatoi,  barili,  vasche  e  recipienti  simili  (diversi  dai  recipienti  per  gas  compressi  o  liquefatti),  di  ghisa,  ferro,  acciaio  o alluminio, di capacità > 300 litri, senza dispositivi meccanici o termici	25.29.1	Altre cisterne, serbatoi e recipienti di metallo	25.29	Altre cisterne, serbatoi e recipienti di metallo	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.29.12.00	Recipienti per gas compressi o liquefatti, di metallo (ferro odi acciaio)	25.29.12	25.29.12	Recipienti per gas compressi o liquefatti, di metallo	25.29.1	Altre cisterne, serbatoi e recipienti di metallo	25.29	Altre cisterne, serbatoi e recipienti di metallo	25.2	Cisterne, serbatoi e recipienti di metallo	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.11.10	Caldaie a tubi d'acqua (escluse le caldaie per il riscaldamento centrale costruite per produrre contemporaneamente acqua calda e vapore a bassa pressione)	25.30.11	25.30.11	Caldaie a vapore (generatori di vapore); caldaie dette “ad acqua surriscaldata”	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.11.50	Altre caldaie a vapore (comprese le caldaie miste)	25.30.11	25.30.11	Caldaie a vapore (generatori di vapore); caldaie dette “ad acqua surriscaldata”	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.11.70	Caldaie dette 'ad acqua surriscaldata'	25.30.11	25.30.11	Caldaie a vapore (generatori di vapore); caldaie dette “ad acqua surriscaldata”	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
