prodcom	prodcom_descr	cpa	cpa6	cpa6_descr	cpa5	cpa5_descr	class	class_descr	group	group_descr	division	division_descr	section	section_descr
25.30.12.30	Apparecchi ausiliari per caldaie	25.30.12	25.30.12	Apparecchi ausiliari per caldaie; condensatori per macchine a vapore	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.12.50	Condensatori per macchine a vapore	25.30.12	25.30.12	Apparecchi ausiliari per caldaie; condensatori per macchine a vapore	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.13.30	Parti di caldaie a vapore e ad acqua surriscaldata	25.30.13	25.30.13	Parti di generatori di vapore	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.13.50	Parti degli apparecchi ausiliari per caldaie	25.30.13	25.30.13	Parti di generatori di vapore	25.30.1	Generatori di vapore e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.21.00	Reattori nucleari	25.30.21	25.30.21	Reattori nucleari, esclusi i separatori di isotopi	25.30.2	Reattori nucleari e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.30.22.00	Parti di reattori nucleari	25.30.22	25.30.22	Parti di reattori nucleari, esclusi i separatori di isotopi	25.30.2	Reattori nucleari e loro parti	25.30	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25.3	Generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.40.12.30	Rivoltelle e pistole (escluse armi da fuoco militari, pistole mitragliatrici, pistole lanciarazzi, pistole a salve, pistole per mattatoi, pistole da caricare alla bocca, armi a molla, ad aria compressa o a gas, armi giocattolo)	25.40.12	25.40.12	Rivoltelle, pistole, armi da fuoco non militari e congegni simili	25.40.1	Armi e munizioni e loro parti	25.40	Armi e munizioni	25.4	Armi e munizioni	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.40.12.50	Armi da fuoco ad avancarica soltanto dalla canna, carabine e fucili per la caccia, lo sport, il tiro a segno	25.40.12	25.40.12	Rivoltelle, pistole, armi da fuoco non militari e congegni simili	25.40.1	Armi e munizioni e loro parti	25.40	Armi e munizioni	25.4	Armi e munizioni	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.40.12.70	Armi da fuoco  a carica esplosiva n.c.a. (armi da fuoco militari escluse)	25.40.12	25.40.12	Rivoltelle, pistole, armi da fuoco non militari e congegni simili	25.40.1	Armi e munizioni e loro parti	25.40	Armi e munizioni	25.4	Armi e munizioni	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.40.12.90	Altre armi (fucili, carabine e pistole a molla, ad aria compressa o a gas, sfollagente) (armi da guerra escluse)	25.40.12	25.40.12	Rivoltelle, pistole, armi da fuoco non militari e congegni simili	25.40.1	Armi e munizioni e loro parti	25.40	Armi e munizioni	25.4	Armi e munizioni	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.40.13.00	Cartucce ed altre munizioni e proiettili, e loro parti, compresi i pallettoni, i pallini da caccia e le borre per cartucce (escluse le munizioni da guerra)	25.40.13	25.40.13	Bombe, missili e simili munizioni da guerra; cartucce, altre munizioni e proiettili e loro parti	25.40.1	Armi e munizioni e loro parti	25.40	Armi e munizioni	25.4	Armi e munizioni	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.40.14.00	Parti e accessori per rivoltelle, pistole, armi da fuoco non militari e dispositivi simili	25.40.14	25.40.14	Parti di armi da guerra e di altre armi	25.40.1	Armi e munizioni e loro parti	25.40	Armi e munizioni	25.4	Armi e munizioni	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.34	Parti di alberi di trasmissione e manovelle; parti di macchine, apparecchi, strumenti dei veicoli per strade ferrate, automobili, velocipedi, trattori, veicoli aerei (fucinatura libera di acciaio)	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.37	Parti in metallo non ferroso forgiate, aperte, per macchine ed apparecchi meccanici, esclusi motori, turboreattori, turbine a gas, attrezzature di sollevamento/movimentazione, macchine/veicoli per l'edilizia	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.51	Etrusione a freddo dell'acciaio di parti di veicoli stradali	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.52	Parti di alberi di trasmissione e di manovelle (estrusione a freddo di acciaio)	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.53	Parti di motori e costruzioni meccaniche (alberi di trasmissione, cuscinetti, ingranaggi, volani, innesti e pulegge e articoli simili) (estrusione a freddo di acciaio)	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.54	Parti di altre macchine e apparecchi meccanici, esclusi i motori  (estrusione a freddo di acciaio)	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.56	Estrusione a freddo di acciaio per parti elettroniche di motori elettrici, utensili  elettromeccanici, apparecchi elettrici	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.57	Parti di veicoli ed apparecchi per strade ferrate, veicoli stradali e aerei  (estrusione a freddo di acciaio)	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.11.58	Parti di macchine, apparecchi, strumenti e veicoli ottenute mediante estrusione a freddo di metalli non ferrosi	25.50.11	25.50.11	Servizi di fucinatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.10	Parti di veicoli stradali  (fucinatura a stampo di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.20	Parti di alberi di trasmissione, di manovelle, di supporti e cuscinetti (fucinatura a stampo di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.30	Parti di motori e costruzioni meccaniche (alberi di trasmissione, cuscinetti, ingranaggi, volani, innesti e pulegge e articoli simili) (forgiatura a goccia di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.40	Parti di macchine, apparecchi ed attrezzi destinati all'agricoltura, alla silvicoltura e all'orticoltura (fucinatura a stampo di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.50	Parti di macchine ed apparecchi per il sollevamento e la movimentazione merci  (fucinatura a stampo di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.60	Parti di macchine ed apparecchi per movimento terra ,bighe, gru,ponti scorrevoli,macchine di sondaggio e  perforazione,ecc. (fucinatura a stampo di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.70	Parti per macchine e apparecchi (esclusi motori, turboreattori, turbine a gas, macchine per il sollevamento o la movimentazione, macchine per l'edilizia)(forgiatura a goccia di acciaio)	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.80	Lavori della fucinatura a stampo di ferro e acciaio parti per veicoli ferroviari o aerei parti di macchine ed apparecchi elettrici ed elettronici	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.12.90	Fucinatura a stampo di metalli non ferrosi per parti di macchine,apparecchi,strumenti e veicoli per diversa destinazione	25.50.12	25.50.12	Servizi di stampaggio dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.13.10	Parti di veicoli stradali(formatura di lamiere sottili di acciaio)	25.50.13	25.50.13	Altri servizi di profilatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.13.20	Parti di motori e costruzioni meccaniche (alberi di trasmissione, cuscinetti, ingranaggi, volani, innesti e pulegge e articoli simili) (formatura di lamiere sottili di acciaio)	25.50.13	25.50.13	Altri servizi di profilatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.13.30	Parti di altre macchine, apparecchi e dispositivi meccanici  (formatura di lamiere sottili di acciaio)	25.50.13	25.50.13	Altri servizi di profilatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.13.40	Parti di altre macchine (formatura di lamiere sottili di acciaio)	25.50.13	25.50.13	Altri servizi di profilatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
25.50.13.50	Altri lavori di ferro o acciaio; parti di mobili metallici; parti di veicoli stradali e di materiale fisso per strade ferrate	25.50.13	25.50.13	Altri servizi di profilatura dei metalli	25.50.1	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli	25.50	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25.5	Servizi di fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri	25	Prodotti in metallo, esclusi macchine e impianti	C	PRODOTTI TRASFORMATI E MANUFATTI
